n,t,s,e,i,r
0,999,0,1,0
0.31168178696372145,998,1,1,0
0.3795967442084587,997,2,1,0
0.4873209432712827,996,3,1,0
0.5329041090416304,995,4,1,0
0.6051772187101069,994,5,1,0
0.6580013130378456,993,6,1,0
0.7788545882787322,993,5,2,0
0.9137109428839674,992,6,2,0
0.9303649613769129,992,5,3,0
1.02667283043184,992,4,4,0
1.0838283205493107,992,3,5,0
1.15463799922316,992,2,6,0
1.178604781668113,991,3,6,0
1.1816839488709252,991,2,7,0
1.1925285824223784,990,3,7,0
1.2474580881184416,989,4,7,0
1.269294237530228,988,5,7,0
1.28612321461519,988,4,8,0
1.2918490204999225,988,3,9,0
1.2983726385922245,987,4,9,0
1.348099047804296,987,3,10,0
1.3585799677153998,986,4,10,0
1.3797686629804136,985,5,10,0
1.3891058083258885,984,6,10,0
1.4143327056292878,983,7,10,0
1.4299713430202707,983,6,11,0
1.4359884431280872,982,7,11,0
1.4389732962590873,982,6,12,0
1.4689496074662993,981,7,12,0
1.4746929437148308,980,8,12,0
1.4962520047391856,980,7,13,0
1.5019758366176499,980,6,14,0
1.5259393347215846,979,7,14,0
1.5518000283113815,978,8,14,0
1.5764674669830523,977,9,14,0
1.5851883493846008,976,10,14,0
1.6015224772212329,975,11,14,0
1.6050705095216335,974,12,14,0
1.6114498975037448,973,13,14,0
1.6692842554259149,972,14,14,0
1.6782283884435476,972,13,15,0
1.685399341657596,972,12,16,0
1.6912601951947952,971,13,16,0
1.7412888612966555,970,14,16,0
1.7785104447852802,969,15,16,0
1.80588582471736,968,16,16,0
1.8193084002895465,968,16,15,1
1.8202000727899483,967,17,15,1
1.8300199198085103,966,18,15,1
1.8407492383051849,965,19,15,1
1.8543647714858205,964,20,15,1
1.862833074176427,963,21,15,1
1.8700136867367254,962,22,15,1
1.8902061366535907,961,23,15,1
1.8910037742176096,961,22,16,1
1.90439709087459,960,23,16,1
1.9083654610210932,959,24,16,1
1.9393573468643432,959,23,17,1
1.9477637566298647,958,24,17,1
1.9484422570365691,957,25,17,1
1.9917979569620894,956,26,17,1
2.0025569078347605,956,25,18,1
2.0038605854481992,955,26,18,1
